Device,Start_Date,Start_Time,End_Date,End_Time,0
HK Apple Watch,9/8/21,1:47:25,9/8/21,1:47:25,0
HK Apple Watch,9/8/21,2:07:07,9/8/21,2:07:07,0
HK Apple Watch,9/8/21,2:20:59,9/8/21,2:20:59,0
HK Apple Watch,9/8/21,2:25:37,9/8/21,2:25:37,0
HK Apple Watch,9/8/21,3:44:04,9/8/21,3:44:04,0
HK Apple Watch,9/8/21,2:29:33,9/8/21,2:29:33,0
HK Apple Watch,9/8/21,4:08:24,9/8/21,4:08:24,0
HK Apple Watch,9/8/21,4:09:46,9/8/21,4:09:46,0
HK Apple Watch,9/8/21,4:32:33,9/8/21,4:32:33,0
HK Apple Watch,9/8/21,4:34:26,9/8/21,4:34:26,0
HK Apple Watch,9/8/21,4:46:05,9/8/21,4:46:05,0
HK Apple Watch,9/8/21,4:41:58,9/8/21,4:41:58,0
HK Apple Watch,9/8/21,5:00:08,9/8/21,5:00:08,0
HK Apple Watch,9/8/21,4:50:01,9/8/21,4:50:01,0
HK Apple Watch,9/8/21,22:05:55,9/8/21,22:05:55,0
HK Apple Watch,9/8/21,22:00:36,9/8/21,22:00:36,0
HK Apple Watch,9/8/21,22:08:29,9/8/21,22:08:29,0
HK Apple Watch,9/8/21,23:43:03,9/8/21,23:43:03,0
HK Apple Watch,9/8/21,23:59:19,9/8/21,23:59:19,0
HK Apple Watch,9/8/21,23:32:25,9/8/21,23:32:25,0
HK Apple Watch,9/9/21,0:20:13,9/9/21,0:20:13,0
HK Apple Watch,9/9/21,1:08:31,9/9/21,1:08:31,0
HK Apple Watch,9/9/21,1:25:19,9/9/21,1:25:19,0
HK Apple Watch,9/9/21,0:37:11,9/9/21,0:37:11,0
HK Apple Watch,9/9/21,1:29:05,9/9/21,1:29:05,0
HK Apple Watch,9/9/21,1:33:52,9/9/21,1:33:52,0
HK Apple Watch,9/9/21,1:52:43,9/9/21,1:52:43,0
HK Apple Watch,9/9/21,1:54:57,9/9/21,1:54:57,0
HK Apple Watch,9/9/21,1:59:24,9/9/21,1:59:24,0
HK Apple Watch,9/9/21,2:15:50,9/9/21,2:15:50,0
HK Apple Watch,9/9/21,2:14:28,9/9/21,2:14:28,0
HK Apple Watch,9/9/21,2:18:25,9/9/21,2:18:25,0
HK Apple Watch,9/9/21,2:31:36,9/9/21,2:31:36,0
HK Apple Watch,9/9/21,2:34:51,9/9/21,2:34:51,0
HK Apple Watch,9/9/21,2:26:07,9/9/21,2:26:07,0
HK Apple Watch,9/9/21,2:36:44,9/9/21,2:36:44,0
HK Apple Watch,9/9/21,2:38:27,9/9/21,2:38:27,0
HK Apple Watch,9/9/21,3:08:36,9/9/21,3:08:36,0
HK Apple Watch,9/9/21,3:57:14,9/9/21,3:57:14,0
HK Apple Watch,9/9/21,4:05:17,9/9/21,4:05:17,0
HK Apple Watch,9/9/21,2:58:40,9/9/21,2:58:40,0
HK Apple Watch,9/9/21,4:08:02,9/9/21,4:08:02,0
HK Apple Watch,9/9/21,4:06:40,9/9/21,4:06:40,0
HK Apple Watch,9/9/21,22:02:20,9/9/21,22:02:20,0
HK Apple Watch,9/9/21,22:07:07,9/9/21,22:07:07,0
HK Apple Watch,9/9/21,22:03:42,9/9/21,22:03:42,0
HK Apple Watch,9/9/21,22:08:39,9/9/21,22:08:39,0
HK Apple Watch,9/9/21,22:29:39,9/9/21,22:29:39,0
HK Apple Watch,9/9/21,22:55:04,9/9/21,22:55:04,0
HK Apple Watch,9/9/21,23:18:27,9/9/21,23:18:27,0
HK Apple Watch,9/9/21,23:29:02,9/9/21,23:29:02,0
HK Apple Watch,9/9/21,23:24:57,9/9/21,23:24:57,0
HK Apple Watch,9/9/21,23:38:56,9/9/21,23:38:56,0
HK Apple Watch,9/9/21,23:20:20,9/9/21,23:20:20,0
HK Apple Watch,9/9/21,23:43:43,9/9/21,23:43:43,0
HK Apple Watch,9/9/21,23:42:42,9/9/21,23:42:42,0
HK Apple Watch,9/9/21,23:39:58,9/9/21,23:39:58,0
HK Apple Watch,9/9/21,23:49:52,9/9/21,23:49:52,0
HK Apple Watch,9/9/21,23:55:30,9/9/21,23:55:30,0
HK Apple Watch,9/9/21,23:58:24,9/9/21,23:58:24,0
HK Apple Watch,9/10/21,0:01:08,9/10/21,0:01:08,0
HK Apple Watch,9/10/21,0:18:33,9/10/21,0:18:33,0
HK Apple Watch,9/10/21,0:16:19,9/10/21,0:16:19,0
HK Apple Watch,9/10/21,0:23:40,9/10/21,0:23:40,0
HK Apple Watch,9/10/21,0:31:31,9/10/21,0:31:31,0
HK Apple Watch,9/10/21,0:45:00,9/10/21,0:45:00,0
HK Apple Watch,9/10/21,1:42:52,9/10/21,1:42:52,0
HK Apple Watch,9/10/21,0:59:51,9/10/21,0:59:51,0
HK Apple Watch,9/10/21,2:32:43,9/10/21,2:32:43,0
HK Apple Watch,9/10/21,1:58:34,9/10/21,1:58:34,0
HK Apple Watch,9/10/21,3:01:33,9/10/21,3:01:33,0
HK Apple Watch,9/10/21,3:22:43,9/10/21,3:22:43,0
HK Apple Watch,9/10/21,3:15:13,9/10/21,3:15:13,0
HK Apple Watch,9/10/21,3:26:08,9/10/21,3:26:08,0
HK Apple Watch,9/10/21,4:16:50,9/10/21,4:16:50,0
HK Apple Watch,9/10/21,4:52:00,9/10/21,4:52:00,0
HK Apple Watch,9/10/21,5:40:38,9/10/21,5:40:38,0
HK Apple Watch,9/10/21,5:32:17,9/10/21,5:32:17,0
HK Apple Watch,9/10/21,22:32:20,9/10/21,22:32:20,0
HK Apple Watch,9/10/21,22:41:02,9/10/21,22:41:02,0
HK Apple Watch,9/10/21,23:04:05,9/10/21,23:04:05,0
HK Apple Watch,9/10/21,22:51:27,9/10/21,22:51:27,0
HK Apple Watch,9/10/21,23:09:32,9/10/21,23:09:32,0
HK Apple Watch,9/10/21,23:20:58,9/10/21,23:20:58,0
HK Apple Watch,9/10/21,23:24:13,9/10/21,23:24:13,0
HK Apple Watch,9/10/21,23:36:30,9/10/21,23:36:30,0
HK Apple Watch,9/10/21,23:29:00,9/10/21,23:29:00,0
HK Apple Watch,9/10/21,23:50:10,9/10/21,23:50:10,0
HK Apple Watch,9/10/21,23:53:04,9/10/21,23:53:04,0
HK Apple Watch,9/10/21,23:55:27,9/10/21,23:55:27,0
HK Apple Watch,9/11/21,0:02:48,9/11/21,0:02:48,0
HK Apple Watch,9/11/21,0:10:49,9/11/21,0:10:49,0
HK Apple Watch,9/11/21,0:16:17,9/11/21,0:16:17,0
HK Apple Watch,9/11/21,0:19:11,9/11/21,0:19:11,0
HK Apple Watch,9/11/21,0:33:21,9/11/21,0:33:21,0
HK Apple Watch,9/11/21,0:33:11,9/11/21,0:33:11,0
HK Apple Watch,9/11/21,0:46:09,9/11/21,0:46:09,0
HK Apple Watch,9/11/21,0:47:21,9/11/21,0:47:21,0
HK Apple Watch,9/11/21,0:48:32,9/11/21,0:48:32,0
HK Apple Watch,9/11/21,0:58:57,9/11/21,0:58:57,0
HK Apple Watch,9/11/21,1:01:00,9/11/21,1:01:00,0
HK Apple Watch,9/11/21,1:03:03,9/11/21,1:03:03,0
HK Apple Watch,9/11/21,1:02:02,9/11/21,1:02:02,0
HK Apple Watch,9/11/21,1:14:50,9/11/21,1:14:50,0
HK Apple Watch,9/11/21,1:04:56,9/11/21,1:04:56,0
HK Apple Watch,9/11/21,1:22:30,9/11/21,1:22:30,0
HK Apple Watch,9/11/21,1:25:55,9/11/21,1:25:55,0
HK Apple Watch,9/11/21,1:32:04,9/11/21,1:32:04,0
HK Apple Watch,9/11/21,1:26:46,9/11/21,1:26:46,0
HK Apple Watch,9/11/21,1:33:46,9/11/21,1:33:46,0
HK Apple Watch,9/11/21,2:02:06,9/11/21,2:02:06,0
HK Apple Watch,9/11/21,2:37:37,9/11/21,2:37:37,0
HK Apple Watch,9/11/21,2:07:03,9/11/21,2:07:03,0
HK Apple Watch,9/11/21,2:45:58,9/11/21,2:45:58,0
HK Apple Watch,9/11/21,2:52:58,9/11/21,2:52:58,0
HK Apple Watch,9/11/21,3:02:42,9/11/21,3:02:42,0
HK Apple Watch,9/11/21,4:23:36,9/11/21,4:23:36,0
HK Apple Watch,9/11/21,3:45:22,9/11/21,3:45:22,0
HK Apple Watch,9/11/21,4:07:54,9/11/21,4:07:54,0
HK Apple Watch,9/11/21,5:53:23,9/11/21,5:53:23,0
HK Apple Watch,9/11/21,4:26:30,9/11/21,4:26:30,0
HK Apple Watch,9/11/21,5:55:06,9/11/21,5:55:06,0
HK Apple Watch,9/11/21,22:56:22,9/11/21,22:56:22,0
HK Apple Watch,9/11/21,22:23:46,9/11/21,22:23:46,0
HK Apple Watch,9/11/21,23:18:34,9/11/21,23:18:34,0
HK Apple Watch,9/11/21,23:11:03,9/11/21,23:11:03,0
HK Apple Watch,9/11/21,23:04:03,9/11/21,23:04:03,0
HK Apple Watch,9/12/21,22:49:21,9/12/21,22:49:21,0
HK Apple Watch,9/12/21,22:43:33,9/12/21,22:43:33,0
HK Apple Watch,9/12/21,23:00:57,9/12/21,23:00:57,0
HK Apple Watch,9/12/21,23:19:03,9/12/21,23:19:03,0
HK Apple Watch,9/12/21,23:23:40,9/12/21,23:23:40,0
HK Apple Watch,9/12/21,22:27:51,9/12/21,22:27:51,0
HK Apple Watch,9/12/21,23:24:51,9/12/21,23:24:51,0
HK Apple Watch,9/13/21,0:45:14,9/13/21,0:45:14,0
HK Apple Watch,9/13/21,0:38:45,9/13/21,0:38:45,0
HK Apple Watch,9/13/21,1:01:48,9/13/21,1:01:48,0
HK Apple Watch,9/13/21,2:04:26,9/13/21,2:04:26,0
HK Apple Watch,9/13/21,2:49:29,9/13/21,2:49:29,0
HK Apple Watch,9/13/21,1:07:56,9/13/21,1:07:56,0
HK Apple Watch,9/13/21,3:58:16,9/13/21,3:58:16,0
HK Apple Watch,9/13/21,4:40:46,9/13/21,4:40:46,0
HK Apple Watch,9/13/21,5:06:43,9/13/21,5:06:43,0
HK Apple Watch,9/13/21,5:35:44,9/13/21,5:35:44,0
HK Apple Watch,9/13/21,5:43:24,9/13/21,5:43:24,0
HK Apple Watch,9/13/21,5:46:59,9/13/21,5:46:59,0
HK Apple Watch,9/13/21,23:20:28,9/13/21,23:20:28,0
HK Apple Watch,9/13/21,23:24:24,9/13/21,23:24:24,0
HK Apple Watch,9/13/21,23:29:31,9/13/21,23:29:31,0
HK Apple Watch,9/13/21,23:32:56,9/13/21,23:32:56,0
HK Apple Watch,9/13/21,23:41:38,9/13/21,23:41:38,0
HK Apple Watch,9/13/21,23:45:54,9/13/21,23:45:54,0
HK Apple Watch,9/14/21,0:00:04,9/14/21,0:00:04,0
HK Apple Watch,9/13/21,23:51:22,9/13/21,23:51:22,0
HK Apple Watch,9/14/21,0:01:16,9/14/21,0:01:16,0
HK Apple Watch,9/13/21,23:52:13,9/13/21,23:52:13,0
HK Apple Watch,9/14/21,0:05:22,9/14/21,0:05:22,0
HK Apple Watch,9/14/21,0:14:45,9/14/21,0:14:45,0
HK Apple Watch,9/14/21,0:15:57,9/14/21,0:15:57,0
HK Apple Watch,9/14/21,0:26:32,9/14/21,0:26:32,0
HK Apple Watch,9/14/21,0:19:42,9/14/21,0:19:42,0
HK Apple Watch,9/14/21,0:29:36,9/14/21,0:29:36,0
HK Apple Watch,9/14/21,0:44:48,9/14/21,0:44:48,0
HK Apple Watch,9/14/21,0:33:21,9/14/21,0:33:21,0
HK Apple Watch,9/14/21,0:52:18,9/14/21,0:52:18,0
HK Apple Watch,9/14/21,0:54:42,9/14/21,0:54:42,0
HK Apple Watch,9/14/21,1:03:34,9/14/21,1:03:34,0
HK Apple Watch,9/14/21,1:00:40,9/14/21,1:00:40,0
HK Apple Watch,9/14/21,0:57:15,9/14/21,0:57:15,0
HK Apple Watch,9/14/21,1:10:44,9/14/21,1:10:44,0
HK Apple Watch,9/14/21,3:02:12,9/14/21,3:02:12,0
HK Apple Watch,9/14/21,2:54:21,9/14/21,2:54:21,0
HK Apple Watch,9/14/21,3:04:15,9/14/21,3:04:15,0
HK Apple Watch,9/14/21,2:51:57,9/14/21,2:51:57,0
HK Apple Watch,9/14/21,3:40:36,9/14/21,3:40:36,0
HK Apple Watch,9/14/21,3:43:00,9/14/21,3:43:00,0
HK Apple Watch,9/14/21,3:51:32,9/14/21,3:51:32,0
HK Apple Watch,9/14/21,4:11:20,9/14/21,4:11:20,0
HK Apple Watch,9/14/21,3:58:32,9/14/21,3:58:32,0
HK Apple Watch,9/14/21,4:16:27,9/14/21,4:16:27,0
HK Apple Watch,9/14/21,4:15:16,9/14/21,4:15:16,0
HK Apple Watch,9/14/21,4:20:33,9/14/21,4:20:33,0
HK Apple Watch,9/14/21,4:24:29,9/14/21,4:24:29,0
HK Apple Watch,9/14/21,4:19:52,9/14/21,4:19:52,0
HK Apple Watch,9/14/21,4:25:30,9/14/21,4:25:30,0
HK Apple Watch,9/14/21,5:05:37,9/14/21,5:05:37,0
HK Apple Watch,9/14/21,5:14:09,9/14/21,5:14:09,0
HK Apple Watch,9/14/21,4:29:46,9/14/21,4:29:46,0
HK Apple Watch,9/14/21,5:00:09,9/14/21,5:00:09,0
HK Apple Watch,9/14/21,5:15:11,9/14/21,5:15:11,0
HK Apple Watch,9/14/21,5:55:48,9/14/21,5:55:48,0
HK Apple Watch,9/14/21,22:15:51,9/14/21,22:15:51,0
HK Apple Watch,9/14/21,22:27:07,9/14/21,22:27:07,0
HK Apple Watch,9/14/21,22:47:15,9/14/21,22:47:15,0
HK Apple Watch,9/14/21,22:48:37,9/14/21,22:48:37,0
HK Apple Watch,9/14/21,22:51:41,9/14/21,22:51:41,0
HK Apple Watch,9/14/21,23:00:44,9/14/21,23:00:44,0
HK Apple Watch,9/14/21,23:09:47,9/14/21,23:09:47,0
HK Apple Watch,9/14/21,23:11:19,9/14/21,23:11:19,0
HK Apple Watch,9/14/21,23:18:19,9/14/21,23:18:19,0
HK Apple Watch,9/14/21,23:19:31,9/14/21,23:19:31,0
HK Apple Watch,9/14/21,23:23:57,9/14/21,23:23:57,0
HK Apple Watch,9/14/21,23:21:34,9/14/21,23:21:34,0
HK Apple Watch,9/14/21,23:29:25,9/14/21,23:29:25,0
HK Apple Watch,9/14/21,23:41:22,9/14/21,23:41:22,0
HK Apple Watch,9/14/21,23:27:22,9/14/21,23:27:22,0
HK Apple Watch,9/15/21,0:43:19,9/15/21,0:43:19,0
HK Apple Watch,9/14/21,23:58:57,9/14/21,23:58:57,0
HK Apple Watch,9/15/21,1:16:46,9/15/21,1:16:46,0
HK Apple Watch,9/15/21,0:16:52,9/15/21,0:16:52,0
HK Apple Watch,9/15/21,1:29:14,9/15/21,1:29:14,0
HK Apple Watch,9/15/21,2:00:28,9/15/21,2:00:28,0
HK Apple Watch,9/15/21,1:52:37,9/15/21,1:52:37,0
HK Apple Watch,9/15/21,2:03:53,9/15/21,2:03:53,0
HK Apple Watch,9/15/21,3:21:22,9/15/21,3:21:22,0
HK Apple Watch,9/15/21,3:50:34,9/15/21,3:50:34,0
HK Apple Watch,9/15/21,3:55:20,9/15/21,3:55:20,0
HK Apple Watch,9/15/21,5:42:32,9/15/21,5:42:32,0
HK Apple Watch,9/15/21,4:20:16,9/15/21,4:20:16,0
HK Apple Watch,9/15/21,5:57:13,9/15/21,5:57:13,0
HK Apple Watch,9/15/21,5:48:10,9/15/21,5:48:10,0
HK Apple Watch,9/15/21,22:12:47,9/15/21,22:12:47,0
HK Apple Watch,9/15/21,22:26:46,9/15/21,22:26:46,0
HK Apple Watch,9/15/21,22:14:49,9/15/21,22:14:49,0
HK Apple Watch,9/15/21,22:31:02,9/15/21,22:31:02,0
HK Apple Watch,9/15/21,22:40:46,9/15/21,22:40:46,0
HK Apple Watch,9/15/21,22:34:58,9/15/21,22:34:58,0
HK Apple Watch,9/15/21,22:48:58,9/15/21,22:48:58,0
HK Apple Watch,9/15/21,22:51:11,9/15/21,22:51:11,0
HK Apple Watch,9/15/21,22:52:12,9/15/21,22:52:12,0
HK Apple Watch,9/15/21,23:01:15,9/15/21,23:01:15,0
HK Apple Watch,9/15/21,22:53:24,9/15/21,22:53:24,0
HK Apple Watch,9/15/21,23:02:27,9/15/21,23:02:27,0
HK Apple Watch,9/15/21,23:09:06,9/15/21,23:09:06,0
HK Apple Watch,9/15/21,23:18:29,9/15/21,23:18:29,0
HK Apple Watch,9/15/21,23:28:03,9/15/21,23:28:03,0
HK Apple Watch,9/15/21,23:15:56,9/15/21,23:15:56,0
HK Apple Watch,9/15/21,23:31:38,9/15/21,23:31:38,0
HK Apple Watch,9/15/21,23:32:49,9/15/21,23:32:49,0
HK Apple Watch,9/16/21,0:08:40,9/16/21,0:08:40,0
HK Apple Watch,9/16/21,0:28:38,9/16/21,0:28:38,0
HK Apple Watch,9/16/21,0:12:25,9/16/21,0:12:25,0
HK Apple Watch,9/15/21,23:22:04,9/15/21,23:22:04,0
HK Apple Watch,9/16/21,0:34:06,9/16/21,0:34:06,0
HK Apple Watch,9/16/21,1:06:21,9/16/21,1:06:21,0
HK Apple Watch,9/16/21,1:00:43,9/16/21,1:00:43,0
HK Apple Watch,9/16/21,1:27:31,9/16/21,1:27:31,0
HK Apple Watch,9/16/21,1:29:44,9/16/21,1:29:44,0
HK Apple Watch,9/16/21,2:00:07,9/16/21,2:00:07,0
HK Apple Watch,9/16/21,2:19:55,9/16/21,2:19:55,0
HK Apple Watch,9/16/21,2:25:23,9/16/21,2:25:23,0
HK Apple Watch,9/16/21,2:06:26,9/16/21,2:06:26,0
HK Apple Watch,9/16/21,2:38:52,9/16/21,2:38:52,0
HK Apple Watch,9/16/21,2:43:59,9/16/21,2:43:59,0
HK Apple Watch,9/16/21,2:49:07,9/16/21,2:49:07,0
HK Apple Watch,9/16/21,3:20:21,9/16/21,3:20:21,0
HK Apple Watch,9/16/21,2:59:11,9/16/21,2:59:11,0
HK Apple Watch,9/16/21,2:45:11,9/16/21,2:45:11,0
HK Apple Watch,9/16/21,4:04:13,9/16/21,4:04:13,0
HK Apple Watch,9/16/21,3:52:16,9/16/21,3:52:16,0
HK Apple Watch,9/16/21,4:16:00,9/16/21,4:16:00,0
HK Apple Watch,9/16/21,4:11:13,9/16/21,4:11:13,0
HK Apple Watch,9/16/21,4:20:05,9/16/21,4:20:05,0
HK Apple Watch,9/16/21,5:54:49,9/16/21,5:54:49,0
HK Apple Watch,9/16/21,5:45:26,9/16/21,5:45:26,0
HK Apple Watch,9/16/21,5:49:21,9/16/21,5:49:21,0
HK Apple Watch,9/16/21,5:58:34,9/16/21,5:58:34,0
HK Apple Watch,9/16/21,22:46:34,9/16/21,22:46:34,0
HK Apple Watch,9/16/21,22:44:10,9/16/21,22:44:10,0
HK Apple Watch,9/16/21,22:53:03,9/16/21,22:53:03,0
HK Apple Watch,9/16/21,23:10:38,9/16/21,23:10:38,0
HK Apple Watch,9/16/21,23:37:26,9/16/21,23:37:26,0
HK Apple Watch,9/16/21,23:40:41,9/16/21,23:40:41,0
HK Apple Watch,9/16/21,23:28:13,9/16/21,23:28:13,0
HK Apple Watch,9/16/21,23:43:14,9/16/21,23:43:14,0
HK Apple Watch,9/16/21,23:18:29,9/16/21,23:18:29,0
HK Apple Watch,9/16/21,23:47:51,9/16/21,23:47:51,0
HK Apple Watch,9/16/21,23:56:23,9/16/21,23:56:23,0
HK Apple Watch,9/16/21,23:50:45,9/16/21,23:50:45,0
HK Apple Watch,9/16/21,23:44:47,9/16/21,23:44:47,0
HK Apple Watch,9/16/21,23:58:57,9/16/21,23:58:57,0
HK Apple Watch,9/17/21,1:23:36,9/17/21,1:23:36,0
HK Apple Watch,9/17/21,1:40:20,9/17/21,1:40:20,0
HK Apple Watch,9/17/21,2:12:15,9/17/21,2:12:15,0
HK Apple Watch,9/17/21,2:34:06,9/17/21,2:34:06,0
HK Apple Watch,9/17/21,2:40:46,9/17/21,2:40:46,0
HK Apple Watch,9/17/21,2:45:43,9/17/21,2:45:43,0
HK Apple Watch,9/17/21,2:55:26,9/17/21,2:55:26,0
HK Apple Watch,9/17/21,2:43:50,9/17/21,2:43:50,0
HK Apple Watch,9/17/21,3:02:47,9/17/21,3:02:47,0
HK Apple Watch,9/17/21,2:54:15,9/17/21,2:54:15,0
HK Apple Watch,9/17/21,3:07:34,9/17/21,3:07:34,0
HK Apple Watch,9/17/21,3:18:39,9/17/21,3:18:39,0
HK Apple Watch,9/17/21,3:19:41,9/17/21,3:19:41,0
HK Apple Watch,9/17/21,3:10:07,9/17/21,3:10:07,0
HK Apple Watch,9/17/21,3:16:47,9/17/21,3:16:47,0
HK Apple Watch,9/17/21,3:22:45,9/17/21,3:22:45,0
HK Apple Watch,9/17/21,3:31:07,9/17/21,3:31:07,0
HK Apple Watch,9/17/21,3:32:09,9/17/21,3:32:09,0
HK Apple Watch,9/17/21,3:51:05,9/17/21,3:51:05,0
HK Apple Watch,9/17/21,3:52:17,9/17/21,3:52:17,0
HK Apple Watch,9/17/21,4:11:34,9/17/21,4:11:34,0
HK Apple Watch,9/17/21,3:34:42,9/17/21,3:34:42,0
HK Apple Watch,9/17/21,4:19:15,9/17/21,4:19:15,0
HK Apple Watch,9/17/21,4:16:21,9/17/21,4:16:21,0
HK Apple Watch,9/17/21,4:20:27,9/17/21,4:20:27,0
HK Apple Watch,9/17/21,4:37:52,9/17/21,4:37:52,0
HK Apple Watch,9/17/21,4:40:46,9/17/21,4:40:46,0
HK Apple Watch,9/17/21,4:25:14,9/17/21,4:25:14,0
HK Apple Watch,9/17/21,4:43:40,9/17/21,4:43:40,0
HK Apple Watch,9/17/21,5:43:55,9/17/21,5:43:55,0
HK Apple Watch,9/17/21,5:42:54,9/17/21,5:42:54,0
HK Apple Watch,9/17/21,5:14:34,9/17/21,5:14:34,0
HK Apple Watch,9/17/21,22:28:46,9/17/21,22:28:46,0
HK Apple Watch,9/17/21,22:11:51,9/17/21,22:11:51,0
HK Apple Watch,9/18/21,0:13:06,9/18/21,0:13:06,0
HK Apple Watch,9/18/21,0:14:08,9/18/21,0:14:08,0
HK Apple Watch,9/18/21,0:32:34,9/18/21,0:32:34,0
HK Apple Watch,9/18/21,0:53:55,9/18/21,0:53:55,0
HK Apple Watch,9/18/21,1:08:56,9/18/21,1:08:56,0
HK Apple Watch,9/18/21,0:57:20,9/18/21,0:57:20,0
HK Apple Watch,9/18/21,1:39:30,9/18/21,1:39:30,0
HK Apple Watch,9/18/21,1:36:36,9/18/21,1:36:36,0
